human_geneid,human_EnsemblID,human_Symbol,human_type_of_gene,human_description,mouse_EnsemblID,mouse_geneid,mouse_Symbol
6233,ENSG00000143947,RPS27A,protein-coding,ribosomal protein S27a,ENSMUSG00000020460,78294,Rps27a
6234,ENSG00000233927,RPS28,protein-coding,ribosomal protein S28,ENSMUSG00000067288,54127,Rps28
6235,ENSG00000213741,RPS29,protein-coding,ribosomal protein S29,ENSMUSG00000034892,20090,Rps29
6236,ENSG00000166592,RRAD,protein-coding,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator",ENSMUSG00000031880,56437,Rrad
6237,ENSG00000126458,RRAS,protein-coding,RAS related,ENSMUSG00000038387,20130,Rras
6238,ENSG00000125844,RRBP1,protein-coding,ribosome binding protein 1,ENSMUSG00000027422,81910,Rrbp1
6239,ENSG00000124782,RREB1,protein-coding,ras responsive element binding protein 1,ENSMUSG00000039087,68750,Rreb1
6240,ENSG00000167325,RRM1,protein-coding,ribonucleotide reductase catalytic subunit M1,ENSMUSG00000030978,20133,Rrm1
6241,ENSG00000171848,RRM2,protein-coding,ribonucleotide reductase regulatory subunit M2,ENSMUSG00000020649,20135,Rrm2
6242,ENSG00000114993,RTKN,protein-coding,rhotekin,ENSMUSG00000034930,20166,Rtkn
6247,ENSG00000102104,RS1,protein-coding,retinoschisin 1,ENSMUSG00000031293,20147,Rs1
6248,ENSG00000215695,RSC1A1,protein-coding,regulator of solute carriers 1,ENSMUSG00000040715,69994,Rsc1a1
6249,ENSG00000130779,CLIP1,protein-coding,CAP-Gly domain containing linker protein 1,ENSMUSG00000049550,56430,Clip1
6251,ENSG00000148484,RSU1,protein-coding,Ras suppressor protein 1,ENSMUSG00000026727,20163,Rsu1
6252,ENSG00000139970,RTN1,protein-coding,reticulon 1,ENSMUSG00000021087,104001,Rtn1
6253,ENSG00000125744,RTN2,protein-coding,reticulon 2,ENSMUSG00000030401,20167,Rtn2
6256,ENSG00000186350,RXRA,protein-coding,retinoid X receptor alpha,ENSMUSG00000015846,20181,Rxra
6257,ENSG00000204231,RXRB,protein-coding,retinoid X receptor beta,ENSMUSG00000039656,20182,Rxrb
6258,ENSG00000143171,RXRG,protein-coding,retinoid X receptor gamma,ENSMUSG00000015843,20183,Rxrg
6259,ENSG00000163785,RYK,protein-coding,receptor like tyrosine kinase,ENSMUSG00000032547,20187,Ryk
6261,ENSG00000196218,RYR1,protein-coding,ryanodine receptor 1,ENSMUSG00000030592,20190,Ryr1
6262,ENSG00000198626,RYR2,protein-coding,ryanodine receptor 2,ENSMUSG00000021313,20191,Ryr2
6263,ENSG00000198838,RYR3,protein-coding,ryanodine receptor 3,ENSMUSG00000057378,20192,Ryr3
6271,ENSG00000160678,S100A1,protein-coding,S100 calcium binding protein A1,ENSMUSG00000044080,20193,S100a1
6272,ENSG00000134243,SORT1,protein-coding,sortilin 1,ENSMUSG00000068747,20661,Sort1
6273,ENSG00000196754,S100A2,protein-coding,S100 calcium binding protein A2,NA,NA,NA
6274,ENSG00000188015,S100A3,protein-coding,S100 calcium binding protein A3,ENSMUSG00000001021,20197,S100a3
6275,ENSG00000196154,S100A4,protein-coding,S100 calcium binding protein A4,ENSMUSG00000001020,20198,S100a4
6276,ENSG00000196420,S100A5,protein-coding,S100 calcium binding protein A5,ENSMUSG00000001023,20199,S100a5
6277,ENSG00000197956,S100A6,protein-coding,S100 calcium binding protein A6,ENSMUSG00000001025,20200,S100a6
6279,ENSG00000143546,S100A8,protein-coding,S100 calcium binding protein A8,ENSMUSG00000056054,20201,S100a8
6280,ENSG00000163220,S100A9,protein-coding,S100 calcium binding protein A9,ENSMUSG00000056071,20202,S100a9
6281,ENSG00000197747,S100A10,protein-coding,S100 calcium binding protein A10,ENSMUSG00000041959,20194,S100a10
6282,ENSG00000163191,S100A11,protein-coding,S100 calcium binding protein A11,ENSMUSG00000027907,20195,S100a11
6283,ENSG00000163221,S100A12,protein-coding,S100 calcium binding protein A12,NA,NA,NA
6284,ENSG00000189171,S100A13,protein-coding,S100 calcium binding protein A13,ENSMUSG00000042312,20196,S100a13
6285,ENSG00000160307,S100B,protein-coding,S100 calcium binding protein B,ENSMUSG00000033208,20203,S100b
6286,ENSG00000163993,S100P,protein-coding,S100 calcium binding protein P,ENSMUSG00000115557,105244766,Gm40318
6288,ENSG00000173432,SAA1,protein-coding,serum amyloid A1,NA,NA,NA
6289,ENSG00000134339,SAA2,protein-coding,serum amyloid A2,NA,NA,NA
6291,ENSG00000148965,SAA4,protein-coding,"serum amyloid A4, constitutive",ENSMUSG00000040017,20211,Saa4
6293,ENSG00000223501,VPS52,protein-coding,VPS52 subunit of GARP complex,ENSMUSG00000024319,224705,Vps52
6294,ENSG00000160633,SAFB,protein-coding,scaffold attachment factor B,NA,NA,NA
6295,ENSG00000130561,SAG,protein-coding,S-antigen visual arrestin,ENSMUSG00000056055,20215,Sag
6296,ENSG00000005187,ACSM3,protein-coding,acyl-CoA synthetase medium chain family member 3,ENSMUSG00000030935,20216,Acsm3
6297,ENSG00000165821,SALL2,protein-coding,spalt like transcription factor 2,ENSMUSG00000049532,50524,Sall2
6299,ENSG00000103449,SALL1,protein-coding,spalt like transcription factor 1,ENSMUSG00000031665,58198,Sall1
6300,ENSG00000188130,MAPK12,protein-coding,mitogen-activated protein kinase 12,ENSMUSG00000022610,29857,Mapk12
6301,ENSG00000031698,SARS1,protein-coding,seryl-tRNA synthetase 1,ENSMUSG00000068739,20226,Sars1
6302,ENSG00000135452,TSPAN31,protein-coding,tetraspanin 31,ENSMUSG00000006736,67125,Tspan31
6303,ENSG00000130066,SAT1,protein-coding,spermidine/spermine N1-acetyltransferase 1,ENSMUSG00000025283,20229,Sat1
6304,ENSG00000182568,SATB1,protein-coding,SATB homeobox 1,ENSMUSG00000023927,20230,Satb1
6305,ENSG00000100241,SBF1,protein-coding,SET binding factor 1,ENSMUSG00000036529,77980,Sbf1
6307,ENSG00000052802,MSMO1,protein-coding,methylsterol monooxygenase 1,ENSMUSG00000031604,66234,Msmo1
6309,ENSG00000109929,SC5D,protein-coding,sterol-C5-desaturase,ENSMUSG00000032018,235293,Sc5d
6310,ENSG00000124788,ATXN1,protein-coding,ataxin 1,ENSMUSG00000046876,20238,Atxn1
6311,ENSG00000204842,ATXN2,protein-coding,ataxin 2,ENSMUSG00000042605,20239,Atxn2
6314,ENSG00000163635,ATXN7,protein-coding,ataxin 7,ENSMUSG00000021738,246103,Atxn7
6317,ENSG00000057149,SERPINB3,protein-coding,serpin family B member 3,NA,NA,NA
6319,ENSG00000099194,SCD,protein-coding,stearoyl-CoA desaturase,NA,NA,NA
6320,ENSG00000105472,CLEC11A,protein-coding,C-type lectin domain containing 11A,ENSMUSG00000004473,20256,Clec11a
6322,ENSG00000047634,SCML1,protein-coding,Scm polycomb group protein like 1,ENSMUSG00000086540,195726,Scml1
6323,ENSG00000144285,SCN1A,protein-coding,sodium voltage-gated channel alpha subunit 1,ENSMUSG00000064329,20265,Scn1a
6324,ENSG00000105711,SCN1B,protein-coding,sodium voltage-gated channel beta subunit 1,ENSMUSG00000019194,20266,Scn1b
6326,ENSG00000136531,SCN2A,protein-coding,sodium voltage-gated channel alpha subunit 2,NA,NA,NA
6327,ENSG00000149575,SCN2B,protein-coding,sodium voltage-gated channel beta subunit 2,ENSMUSG00000070304,72821,Scn2b
6328,ENSG00000153253,SCN3A,protein-coding,sodium voltage-gated channel alpha subunit 3,ENSMUSG00000057182,20269,Scn3a
6329,ENSG00000007314,SCN4A,protein-coding,sodium voltage-gated channel alpha subunit 4,ENSMUSG00000001027,110880,Scn4a
6330,ENSG00000177098,SCN4B,protein-coding,sodium voltage-gated channel beta subunit 4,ENSMUSG00000046480,399548,Scn4b
6331,ENSG00000183873,SCN5A,protein-coding,sodium voltage-gated channel alpha subunit 5,ENSMUSG00000032511,20271,Scn5a
6332,ENSG00000136546,SCN7A,protein-coding,sodium voltage-gated channel alpha subunit 7,ENSMUSG00000034810,20272,Scn7a
6334,ENSG00000196876,SCN8A,protein-coding,sodium voltage-gated channel alpha subunit 8,ENSMUSG00000023033,20273,Scn8a
6335,ENSG00000169432,SCN9A,protein-coding,sodium voltage-gated channel alpha subunit 9,ENSMUSG00000075316,20274,Scn9a
6336,ENSG00000185313,SCN10A,protein-coding,sodium voltage-gated channel alpha subunit 10,ENSMUSG00000034533,20264,Scn10a
6337,ENSG00000111319,SCNN1A,protein-coding,sodium channel epithelial 1 subunit alpha,ENSMUSG00000030340,20276,Scnn1a
6338,ENSG00000168447,SCNN1B,protein-coding,sodium channel epithelial 1 subunit beta,ENSMUSG00000030873,20277,Scnn1b
6339,ENSG00000162572,SCNN1D,protein-coding,sodium channel epithelial 1 subunit delta,NA,NA,NA
6340,ENSG00000166828,SCNN1G,protein-coding,sodium channel epithelial 1 subunit gamma,ENSMUSG00000000216,20278,Scnn1g
6341,ENSG00000133028,SCO1,protein-coding,synthesis of cytochrome C oxidase 1,ENSMUSG00000069844,52892,Sco1
6342,ENSG00000116171,SCP2,protein-coding,sterol carrier protein 2,ENSMUSG00000028603,20280,Scp2
6343,ENSG00000070031,SCT,protein-coding,secretin,ENSMUSG00000038580,20287,Sct
6344,ENSG00000080293,SCTR,protein-coding,secretin receptor,ENSMUSG00000026387,319229,Sctr
6345,ENSG00000185739,SRL,protein-coding,sarcalumenin,ENSMUSG00000022519,106393,Srl
6346,ENSG00000108702,CCL1,protein-coding,C-C motif chemokine ligand 1,ENSMUSG00000020702,20290,Ccl1
6347,ENSG00000108691,CCL2,protein-coding,C-C motif chemokine ligand 2,ENSMUSG00000035385,20296,Ccl2
6352,ENSG00000271503,CCL5,protein-coding,C-C motif chemokine ligand 5,ENSMUSG00000035042,20304,Ccl5
6354,ENSG00000108688,CCL7,protein-coding,C-C motif chemokine ligand 7,NA,NA,NA
6355,ENSG00000108700,CCL8,protein-coding,C-C motif chemokine ligand 8,NA,NA,NA
6356,ENSG00000172156,CCL11,protein-coding,C-C motif chemokine ligand 11,NA,NA,NA
6357,ENSG00000181374,CCL13,protein-coding,C-C motif chemokine ligand 13,NA,NA,NA
6358,ENSG00000276409,CCL14,protein-coding,C-C motif chemokine ligand 14,NA,NA,NA
6359,ENSG00000275718,CCL15,protein-coding,C-C motif chemokine ligand 15,NA,NA,NA
6360,ENSG00000275152,CCL16,protein-coding,C-C motif chemokine ligand 16,NA,NA,NA
6361,ENSG00000102970,CCL17,protein-coding,C-C motif chemokine ligand 17,ENSMUSG00000031780,20295,Ccl17
6362,ENSG00000275385,CCL18,protein-coding,C-C motif chemokine ligand 18,NA,NA,NA
6363,ENSG00000172724,CCL19,protein-coding,C-C motif chemokine ligand 19,ENSMUSG00000071005,24047,Ccl19
6364,ENSG00000115009,CCL20,protein-coding,C-C motif chemokine ligand 20,ENSMUSG00000026166,20297,Ccl20
6366,ENSG00000137077,CCL21,protein-coding,C-C motif chemokine ligand 21,ENSMUSG00000094686,18829,Ccl21a
6367,ENSG00000102962,CCL22,protein-coding,C-C motif chemokine ligand 22,ENSMUSG00000031779,20299,Ccl22
6369,ENSG00000106178,CCL24,protein-coding,C-C motif chemokine ligand 24,ENSMUSG00000004814,56221,Ccl24
6370,ENSG00000131142,CCL25,protein-coding,C-C motif chemokine ligand 25,ENSMUSG00000023235,20300,Ccl25
6372,ENSG00000124875,CXCL6,protein-coding,C-X-C motif chemokine ligand 6,NA,NA,NA
6373,ENSG00000169248,CXCL11,protein-coding,C-X-C motif chemokine ligand 11,NA,NA,NA
6376,ENSG00000006210,CX3CL1,protein-coding,C-X3-C motif chemokine ligand 1,ENSMUSG00000031778,20312,Cx3cl1
6382,ENSG00000115884,SDC1,protein-coding,syndecan 1,ENSMUSG00000020592,20969,Sdc1
6383,ENSG00000169439,SDC2,protein-coding,syndecan 2,ENSMUSG00000022261,15529,Sdc2
6385,ENSG00000124145,SDC4,protein-coding,syndecan 4,ENSMUSG00000017009,20971,Sdc4
6386,ENSG00000137575,SDCBP,protein-coding,syndecan binding protein,ENSMUSG00000028249,53378,Sdcbp
6387,ENSG00000107562,CXCL12,protein-coding,C-X-C motif chemokine ligand 12,ENSMUSG00000061353,20315,Cxcl12
6388,ENSG00000132581,SDF2,protein-coding,stromal cell derived factor 2,ENSMUSG00000002064,20316,Sdf2
6389,ENSG00000073578,SDHA,protein-coding,succinate dehydrogenase complex flavoprotein subunit A,ENSMUSG00000021577,66945,Sdha
6390,ENSG00000117118,SDHB,protein-coding,succinate dehydrogenase complex iron sulfur subunit B,ENSMUSG00000009863,67680,Sdhb
6391,ENSG00000143252,SDHC,protein-coding,succinate dehydrogenase complex subunit C,ENSMUSG00000058076,66052,Sdhc
6392,ENSG00000204370,SDHD,protein-coding,succinate dehydrogenase complex subunit D,ENSMUSG00000000171,66925,Sdhd
6396,ENSG00000157020,SEC13,protein-coding,"SEC13 homolog, nuclear pore and COPII coat complex component",ENSMUSG00000030298,110379,Sec13
6397,ENSG00000129657,SEC14L1,protein-coding,SEC14 like lipid binding 1,ENSMUSG00000020823,74136,Sec14l1
6398,ENSG00000141574,SECTM1,protein-coding,secreted and transmembrane 1,NA,NA,NA
6399,ENSG00000196459,TRAPPC2,protein-coding,trafficking protein particle complex subunit 2,ENSMUSG00000079317,66226,Trappc2
6400,ENSG00000071537,SEL1L,protein-coding,SEL1L adaptor subunit of SYVN1 ubiquitin ligase,ENSMUSG00000020964,20338,Sel1l
6401,ENSG00000007908,SELE,protein-coding,selectin E,ENSMUSG00000026582,20339,Sele
6402,ENSG00000188404,SELL,protein-coding,selectin L,ENSMUSG00000026581,20343,Sell
6403,ENSG00000174175,SELP,protein-coding,selectin P,ENSMUSG00000026580,20344,Selp
6404,ENSG00000110876,SELPLG,protein-coding,selectin P ligand,ENSMUSG00000048163,20345,Selplg
6405,ENSG00000001617,SEMA3F,protein-coding,semaphorin 3F,ENSMUSG00000034684,20350,Sema3f
6407,ENSG00000124157,SEMG2,protein-coding,semenogelin 2,NA,NA,NA
6414,ENSG00000250722,SELENOP,protein-coding,selenoprotein P,ENSMUSG00000064373,20363,Selenop
6415,ENSG00000178980,SELENOW,protein-coding,selenoprotein W,ENSMUSG00000041571,20364,Selenow
6416,ENSG00000065559,MAP2K4,protein-coding,mitogen-activated protein kinase kinase 4,ENSMUSG00000033352,26398,Map2k4
6418,ENSG00000119335,SET,protein-coding,SET nuclear proto-oncogene,ENSMUSG00000054766,56086,Set
6419,ENSG00000170364,SETMAR,protein-coding,SET domain and mariner transposase fusion gene,ENSMUSG00000034639,74729,Setmar
6421,ENSG00000116560,SFPQ,protein-coding,splicing factor proline and glutamine rich,ENSMUSG00000028820,71514,Sfpq
6422,ENSG00000104332,SFRP1,protein-coding,secreted frizzled related protein 1,ENSMUSG00000031548,20377,Sfrp1
6423,ENSG00000145423,SFRP2,protein-coding,secreted frizzled related protein 2,ENSMUSG00000027996,20319,Sfrp2
6424,ENSG00000106483,SFRP4,protein-coding,secreted frizzled related protein 4,ENSMUSG00000021319,20379,Sfrp4
6425,ENSG00000120057,SFRP5,protein-coding,secreted frizzled related protein 5,ENSMUSG00000018822,54612,Sfrp5
6426,ENSG00000136450,SRSF1,protein-coding,serine and arginine rich splicing factor 1,ENSMUSG00000018379,110809,Srsf1
6427,ENSG00000161547,SRSF2,protein-coding,serine and arginine rich splicing factor 2,ENSMUSG00000034120,20382,Srsf2
6428,ENSG00000112081,SRSF3,protein-coding,serine and arginine rich splicing factor 3,ENSMUSG00000071172,20383,Srsf3
6429,ENSG00000116350,SRSF4,protein-coding,serine and arginine rich splicing factor 4,ENSMUSG00000028911,57317,Srsf4
6430,ENSG00000100650,SRSF5,protein-coding,serine and arginine rich splicing factor 5,ENSMUSG00000021134,20384,Srsf5
6431,ENSG00000124193,SRSF6,protein-coding,serine and arginine rich splicing factor 6,ENSMUSG00000016921,67996,Srsf6
6432,ENSG00000115875,SRSF7,protein-coding,serine and arginine rich splicing factor 7,ENSMUSG00000024097,225027,Srsf7
6433,ENSG00000061936,SFSWAP,protein-coding,splicing factor SWAP,ENSMUSG00000029439,231769,Sfswap
6434,ENSG00000136527,TRA2B,protein-coding,transformer 2 beta homolog,ENSMUSG00000022858,20462,Tra2b
6439,ENSG00000168878,SFTPB,protein-coding,surfactant protein B,ENSMUSG00000056370,20388,Sftpb
6440,ENSG00000168484,SFTPC,protein-coding,surfactant protein C,ENSMUSG00000022097,20389,Sftpc
6441,ENSG00000133661,SFTPD,protein-coding,surfactant protein D,ENSMUSG00000021795,20390,Sftpd
6442,ENSG00000108823,SGCA,protein-coding,sarcoglycan alpha,ENSMUSG00000001508,20391,Sgca
6443,ENSG00000163069,SGCB,protein-coding,sarcoglycan beta,ENSMUSG00000029156,24051,Sgcb
6444,ENSG00000170624,SGCD,protein-coding,sarcoglycan delta,ENSMUSG00000020354,24052,Sgcd
6445,ENSG00000102683,SGCG,protein-coding,sarcoglycan gamma,ENSMUSG00000035296,24053,Sgcg
6446,ENSG00000118515,SGK1,protein-coding,serum/glucocorticoid regulated kinase 1,ENSMUSG00000019970,20393,Sgk1
6447,ENSG00000166922,SCG5,protein-coding,secretogranin V,ENSMUSG00000023236,20394,Scg5
6448,ENSG00000181523,SGSH,protein-coding,N-sulfoglucosamine sulfohydrolase,ENSMUSG00000005043,27029,Sgsh
6449,ENSG00000104969,SGTA,protein-coding,small glutamine rich tetratricopeptide repeat co-chaperone alpha,ENSMUSG00000004937,52551,Sgta
6450,ENSG00000185437,SH3BGR,protein-coding,SH3 domain binding glutamate rich protein,ENSMUSG00000040666,50795,Sh3bgr
6451,ENSG00000131171,SH3BGRL,protein-coding,SH3 domain binding glutamate rich protein like,ENSMUSG00000031246,56726,Sh3bgrl
6452,ENSG00000087266,SH3BP2,protein-coding,SH3 domain binding protein 2,ENSMUSG00000054520,24055,Sh3bp2
6453,ENSG00000205726,ITSN1,protein-coding,intersectin 1,ENSMUSG00000022957,16443,Itsn1
6455,ENSG00000141985,SH3GL1,protein-coding,"SH3 domain containing GRB2 like 1, endophilin A2",ENSMUSG00000003200,20405,Sh3gl1
6456,ENSG00000107295,SH3GL2,protein-coding,"SH3 domain containing GRB2 like 2, endophilin A1",ENSMUSG00000028488,20404,Sh3gl2
6457,ENSG00000140600,SH3GL3,protein-coding,"SH3 domain containing GRB2 like 3, endophilin A3",ENSMUSG00000030638,20408,Sh3gl3
6461,ENSG00000107338,SHB,protein-coding,SH2 domain containing adaptor protein B,ENSMUSG00000044813,230126,Shb
6462,ENSG00000129214,SHBG,protein-coding,sex hormone binding globulin,ENSMUSG00000005202,20415,Shbg
6464,ENSG00000160691,SHC1,protein-coding,SHC adaptor protein 1,ENSMUSG00000042626,20416,Shc1
6468,ENSG00000107829,FBXW4,protein-coding,F-box and WD repeat domain containing 4,ENSMUSG00000040913,30838,Fbxw4
6469,ENSG00000164690,SHH,protein-coding,sonic hedgehog signaling molecule,ENSMUSG00000002633,20423,Shh
6470,ENSG00000176974,SHMT1,protein-coding,serine hydroxymethyltransferase 1,ENSMUSG00000020534,20425,Shmt1
6472,ENSG00000182199,SHMT2,protein-coding,serine hydroxymethyltransferase 2,ENSMUSG00000025403,108037,Shmt2
6473,ENSG00000185960,SHOX,protein-coding,SHOX homeobox,NA,NA,NA
6474,ENSG00000168779,SHOX2,protein-coding,SHOX homeobox 2,ENSMUSG00000027833,20429,Shox2
6476,ENSG00000090402,SI,protein-coding,sucrase-isomaltase,ENSMUSG00000027790,69983,Sis
6477,ENSG00000196470,SIAH1,protein-coding,siah E3 ubiquitin protein ligase 1,ENSMUSG00000036840,20437,Siah1a
6478,ENSG00000181788,SIAH2,protein-coding,siah E3 ubiquitin protein ligase 2,ENSMUSG00000036432,20439,Siah2
6480,ENSG00000073849,ST6GAL1,protein-coding,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",ENSMUSG00000022885,20440,St6gal1
6482,ENSG00000008513,ST3GAL1,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",ENSMUSG00000013846,20442,St3gal1
6483,ENSG00000157350,ST3GAL2,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",ENSMUSG00000031749,20444,St3gal2
6484,ENSG00000110080,ST3GAL4,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",ENSMUSG00000032038,20443,St3gal4
6487,ENSG00000126091,ST3GAL3,protein-coding,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",ENSMUSG00000028538,20441,St3gal3
6489,ENSG00000111728,ST8SIA1,protein-coding,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1",ENSMUSG00000030283,20449,St8sia1
6490,ENSG00000185664,PMEL,protein-coding,premelanosome protein,ENSMUSG00000025359,20431,Pmel
6491,ENSG00000123473,STIL,protein-coding,STIL centriolar assembly protein,ENSMUSG00000028718,20460,Stil
6492,ENSG00000112246,SIM1,protein-coding,SIM bHLH transcription factor 1,ENSMUSG00000019913,20464,Sim1
6493,ENSG00000159263,SIM2,protein-coding,SIM bHLH transcription factor 2,ENSMUSG00000062713,20465,Sim2
6494,ENSG00000213445,SIPA1,protein-coding,signal-induced proliferation-associated 1,ENSMUSG00000056917,20469,Sipa1
6495,ENSG00000126778,SIX1,protein-coding,SIX homeobox 1,ENSMUSG00000051367,20471,Six1
6496,ENSG00000138083,SIX3,protein-coding,SIX homeobox 3,ENSMUSG00000038805,20473,Six3
6497,ENSG00000157933,SKI,protein-coding,SKI proto-oncogene,ENSMUSG00000029050,20481,Ski
6498,ENSG00000136603,SKIL,protein-coding,SKI like proto-oncogene,ENSMUSG00000027660,20482,Skil
6499,ENSG00000204351,SKIC2,protein-coding,SKI2 subunit of superkiller complex,ENSMUSG00000040356,108077,Skic2
6500,ENSG00000113558,SKP1,protein-coding,S-phase kinase associated protein 1,ENSMUSG00000036309,21402,Skp1
6502,ENSG00000145604,SKP2,protein-coding,S-phase kinase associated protein 2,ENSMUSG00000054115,27401,Skp2
6503,ENSG00000155926,SLA,protein-coding,Src like adaptor,ENSMUSG00000022372,20491,Sla
6504,ENSG00000117090,SLAMF1,protein-coding,signaling lymphocytic activation molecule family member 1,ENSMUSG00000015316,27218,Slamf1
6505,ENSG00000106688,SLC1A1,protein-coding,solute carrier family 1 member 1,ENSMUSG00000024935,20510,Slc1a1
6506,ENSG00000110436,SLC1A2,protein-coding,solute carrier family 1 member 2,ENSMUSG00000005089,20511,Slc1a2
6507,ENSG00000079215,SLC1A3,protein-coding,solute carrier family 1 member 3,ENSMUSG00000005360,20512,Slc1a3
6508,ENSG00000114923,SLC4A3,protein-coding,solute carrier family 4 member 3,ENSMUSG00000006576,20536,Slc4a3
6509,ENSG00000115902,SLC1A4,protein-coding,solute carrier family 1 member 4,ENSMUSG00000020142,55963,Slc1a4
